bridge_id,bridge_no,original_bridge_no,bridge_name,original_link,corrected_link,original_region,corrected_region,original_station,corrected_station,original_lon,original_lat,source_lon,source_lat,corrected_lon,corrected_lat,correction_distance_km,correction_method,audit_status,evidence,safe_attribute_defaults_applied
bridge-134,B110,B110,Manafa,C867_Link02,C867_Link02,Eastern,Eastern,Mbale,Mbale,34.366937,1.010453,34.369579,1.00816,34.366937,1.010453,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-135,B111,B111,Manafwa,C867_Link02,C867_Link02,Eastern,Eastern,Mbale,Mbale,34.361333,1.003988,34.361641,1.003715,34.361333,1.003988,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-136,B112,B112,Manafa,C870_Link01,C870_Link01,Eastern,Eastern,Mbale,Mbale,34.282917,0.835691,34.280281,0.94066,34.282917,0.835691,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-137,B113,B113,Namunyiri,C870_Link02,C870_Link02,Eastern,Eastern,Tororo,Tororo,34.285518,0.833619,34.34417,0.81437,34.285518,0.833619,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-138,B114,B114,Mbigi,C871_Link01,C871_Link01,Eastern,Eastern,Mbale,Mbale,34.338265,1.319924,34.328812,1.308,34.338265,1.319924,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-139,B115,B115,Kumi,C920_Link01,C920_Link01,North Eastern,North Eastern,Soroti,Soroti,33.55097,1.500244,33.699699,1.46854,33.55097,1.500244,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-140,B116,B116,Abuket,C920_Link01,C920_Link01,North Eastern,North Eastern,Soroti,Soroti,33.55097,1.500244,33.654381,1.45332,33.55097,1.500244,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-141,B117,B117,Tochi Bridge,A006_Link11,A006_Link11,Northern,Northern,Gulu,Gulu,32.366309,2.504555,32.33297,2.624604,32.366309,2.504555,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-142,B118,B118,Unyama,A006_Link13,A006_Link13,Northern,Northern,Gulu,Gulu,32.072588,3.56966,32.072166,3.569871,32.072588,3.56966,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-143,B119,B119,Enyau Bridge,A008_Link06,A008_Link06,Northern,Northern,Arua,Arua,30.906898,3.089331,30.905371,3.090026,30.906898,3.089331,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-144,B120,B120,Enve Bridge,A008_Link07,A008_Link07,Northern,Northern,Arua,Arua,30.910303,3.510532,30.910522,3.510684,30.910303,3.510532,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-145,B724,B120,Enve,A008_Link06,A008_Link06,Northern,Northern,Arua,Arua,30.905202,3.148989,30.90546,3.15209,30.905202,3.148989,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-146,B121,B121,Oluffe,A008_Link06,A008_Link06,Northern,Northern,Arua,Arua,30.933391,3.185571,30.933994,3.188831,30.933391,3.185571,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-147,B122,B122,Ayi Bridge,A008_Link06,A008_Link06,Northern,Northern,Arua,Arua,30.942211,3.249016,30.943035,3.255021,30.942211,3.249016,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-148,B123,B123,Yoo,A008_Link06,A008_Link06,Northern,Northern,Arua,Arua,30.942173,3.320805,30.948389,3.326374,30.942173,3.320805,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-149,B124,B124,Oru Bridge,A008_Link06,A008_Link06,Northern,Northern,Arua,Arua,30.948703,3.326755,30.95351,3.333611,30.948703,3.326755,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-150,B125,B125,Apa Bridge,A008_Link06,A008_Link06,Northern,Northern,Arua,Arua,30.953963,3.33936,30.956715,3.396792,30.953963,3.33936,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-151,B126,B126,Kochi Bridge,A008_Link07,A008_Link07,Northern,Northern,Arua,Arua,30.94455,3.465599,30.960333,3.442961,30.94455,3.465599,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-152,B127,B127,Ayugi Bridge,B250_Link01,B250_Link01,Northern,Northern,Moyo,Moyo,31.826085,3.588312,32.041069,3.348225,31.826085,3.588312,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-153,B129,B129,Eria Bridge,B250_Link01,B250_Link01,Northern,Northern,Moyo,Moyo,31.804318,3.63008,31.993473,3.377563,31.804318,3.63008,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-154,B134,B134,Yii Bridge,B250_Link02,B250_Link02,Northern,Northern,Moyo,Moyo,31.574334,3.580072,31.571014,3.580359,31.574334,3.580072,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-155,B725,B134,Yii,B250_Link02,B250_Link02,Northern,Northern,Moyo,Moyo,31.574334,3.580072,31.535219,3.60911,31.574334,3.580072,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-156,B726,B135,Nyawa Bridge,B250_Link02,B250_Link02,Northern,Northern,Moyo,Moyo,31.53333,3.608758,31.535076,3.609253,31.53333,3.608758,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-157,B135,B135,Nyawa,B250_Link02,B250_Link02,Northern,Northern,Moyo,Moyo,31.53333,3.608758,31.481871,3.575433,31.53333,3.608758,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-158,B136,B136,Kochi,B250_Link02,B250_Link02,Northern,Northern,Moyo,Moyo,31.500728,3.575274,31.438583,3.559625,31.500728,3.575274,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-159,B137,B137,Jure,B250_Link03,B250_Link03,Northern,Northern,Arua,Arua,31.279984,3.383565,31.2775,3.38139,31.279984,3.383565,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-160,B138,B138,Dacha,B250_Link03,B250_Link03,Northern,Northern,Arua,Arua,31.262939,3.365956,31.262203,3.362382,31.262939,3.365956,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-161,B139,B139,Ore Bridge,B250_Link03,B250_Link03,Northern,Northern,Arua,Arua,31.20467,3.337573,31.203848,3.337053,31.20467,3.337573,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-162,B142,B142,Oru Bridge,B250_Link03,B250_Link03,Northern,Northern,Arua,Arua,31.140674,3.267843,31.135326,3.265765,31.140674,3.267843,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-163,B143,B143,Enyawu Bridge,B250_Link03,B250_Link03,Northern,Northern,Arua,Arua,31.122776,3.25326,31.124056,3.252225,31.122776,3.25326,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-164,B144,B144,Ayago Bridge,B251_Link01,B251_Link01,Northern,Northern,Gulu,Gulu,32.057063,2.617554,32.055302,2.617902,32.057063,2.617554,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-165,B145,B145,Ayago Bridge,A008_Link01,A008_Link01,Northern,Northern,Gulu,Gulu,31.965467,2.447473,31.996092,2.416902,31.965467,2.447473,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-166,B146,B146,Akaku,B251_Link01,B251_Link01,Northern,Northern,Gulu,Gulu,31.937167,2.594498,31.92931,2.58932,31.937167,2.594498,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-167,B147,B147,Itunga Bridge,B252_Link01,B252_Link01,Northern,Northern,Lira,Lira,32.932532,2.551834,32.932499,2.55183,32.932532,2.551834,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-168,B148,B148,Puranga Bridge,B252_Link01,B252_Link01,Northern,Northern,Lira,Lira,32.936287,2.605823,32.936661,2.60644,32.936287,2.605823,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-169,B149,B149,Atup Bridge,B252_Link02,B252_Link02,Northern,Northern,Kitgum,Kitgum,32.949551,2.737609,32.949791,2.73759,32.949551,2.737609,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-170,B150,B150,Agora Bridge,B252_Link02,B252_Link02,Northern,Northern,Kitgum,Kitgum,32.91386,3.14379,32.962421,2.82143,32.91386,3.14379,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-171,B151,B151,Agago Bridge,B252_Link02,B252_Link02,Northern,Northern,Kitgum,Kitgum,32.964726,2.839816,32.964451,2.83984,32.964726,2.839816,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-172,B154,B154,Pager Bridge,B252_Link03,B252_Link03,Northern,Northern,Kitgum,Kitgum,32.879749,3.300847,32.879749,3.30085,32.879749,3.300847,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-173,B156,B156,Aringa Bridge,B252_Link04,B252_Link04,Northern,Northern,Kitgum,Kitgum,33.004674,3.396426,33.004631,3.396599,33.004674,3.396426,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-174,B158,B158,Sipi,B300_Link03,B300_Link03,Eastern,Eastern,Mbale,Mbale,34.533875,1.574854,34.314331,1.38248,34.533875,1.574854,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-175,B159,B159,Cheptui,B300_Link03,B300_Link03,Eastern,Eastern,Mbale,Mbale,34.296604,1.335438,34.3442,1.40637,34.296604,1.335438,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-176,B160,B160,Chesebere,B300_Link03,B300_Link03,Eastern,Eastern,Mbale,Mbale,34.296604,1.335438,34.34967,1.41471,34.296604,1.335438,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-177,B161,B161,Muyembe-Angutum,B300_Link03,B300_Link03,Eastern,Eastern,Mbale,Mbale,34.296604,1.335438,34.40419,1.47082,34.296604,1.335438,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-178,B162,B162,Road Over River,B300_Link03,B300_Link03,Eastern,Eastern,Mbale,Mbale,34.296604,1.335438,34.444229,1.50021,34.296604,1.335438,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-179,B163,B163,Seretyo,B300_Link03,B300_Link03,Eastern,Eastern,Mbale,Mbale,34.493902,1.538957,34.49395,1.53895,34.493902,1.538957,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-180,B164,B164,Okilim,B300_Link03,B300_Link03,Eastern,Eastern,Mbale,Mbale,34.534174,1.575484,34.543621,1.59842,34.534174,1.575484,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-181,B165,B165,Lorengedwat,B300_Link05,B300_Link05,North Eastern,North Eastern,Moroto,Moroto,34.692301,2.150103,34.580502,2.35148,34.692301,2.150103,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-182,B166,B166,Namalera,B300_Link05,B300_Link05,North Eastern,North Eastern,Moroto,Moroto,34.69344,2.148754,34.57373,2.40346,34.69344,2.148754,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-183,B167,B167,Lokali,B300_Link05,B300_Link05,North Eastern,North Eastern,Moroto,Moroto,34.692301,2.150103,34.571831,2.44495,34.692301,2.150103,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-184,B168,B168,Nadunget,B300_Link06,B300_Link06,North Eastern,North Eastern,Moroto,Moroto,34.568435,2.504801,34.592621,2.51141,34.568435,2.504801,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-185,B169,B169,Lokichar,B301_Link01,B301_Link01,North Eastern,North Eastern,Kotido,Kotido,34.265879,2.777574,34.333889,2.57909,34.265879,2.777574,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-186,B170,B170,Danyangala,B301_Link02,B301_Link02,North Eastern,North Eastern,Kotido,Kotido,34.18944,2.971109,34.11483,2.97246,34.18944,2.971109,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-187,B171,B171,Kotido- Kailong,B302_Link01,B302_Link01,North Eastern,North Eastern,Kotido,Kotido,33.660627,2.71419,34.09211,2.99582,33.660627,2.71419,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-188,B172,B172,Katulangole,B301_Link03,B301_Link03,North Eastern,North Eastern,Kotido,Kotido,34.07841,3.010695,34.118771,3.3311,34.07841,3.010695,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-189,B173,B173,Lochom,B301_Link03,B301_Link03,North Eastern,North Eastern,Kotido,Kotido,34.07841,3.010695,34.144859,3.43824,34.07841,3.010695,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-190,B174,B174,Lomusan,B301_Link03,B301_Link03,North Eastern,North Eastern,Kotido,Kotido,34.07841,3.010695,34.165779,3.49903,34.07841,3.010695,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-191,B175,B175,Kaabong,B301_Link03,B301_Link03,North Eastern,North Eastern,Kotido,Kotido,34.07841,3.010695,34.12896,3.52005,34.07841,3.010695,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-192,B176,B176,Lakapelot,B301_Link03,B301_Link03,North Eastern,North Eastern,Kotido,Kotido,34.07841,3.010695,34.088291,3.62877,34.07841,3.010695,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-193,B177,B177,Yadalala,B301_Link03,B301_Link03,North Eastern,North Eastern,Kotido,Kotido,34.07841,3.010695,34.074718,3.64267,34.07841,3.010695,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-194,B178,B178,Nariamabune,B301_Link03,B301_Link03,North Eastern,North Eastern,Kotido,Kotido,34.07841,3.010695,34.036449,3.64615,34.07841,3.010695,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-195,B179,B179,Loyoroit,B302_Link01,B302_Link01,North Eastern,North Eastern,Kotido,Kotido,33.778937,2.835157,33.75135,2.82157,33.778937,2.835157,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-196,B181,B181,Otaka Bridge,B302_Link02,B302_Link02,Northern,Northern,Kitgum,Kitgum,33.614885,2.712747,33.063862,2.80604,33.614885,2.712747,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-197,B182,B182,Komolo,B303_Link02,B303_Link02,North Eastern,North Eastern,Soroti,Soroti,33.778598,1.865801,33.847889,1.85869,33.778598,1.865801,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-198,B183,B183,Getom,B303_Link02,B303_Link02,North Eastern,North Eastern,Soroti,Soroti,34.142034,2.044835,33.864201,1.86417,34.142034,2.044835,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-199,B184,B184,Akangole,B303_Link02,B303_Link02,North Eastern,North Eastern,Soroti,Soroti,33.97947,1.919301,34.478359,2.43725,33.97947,1.919301,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-200,B185,B185,Apak Bridge,C650_Link01,C650_Link01,Northern,Northern,Lira,Lira,32.97404,2.23975,33.220798,2.37072,32.97404,2.23975,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-201,B186,B186,Apak Bridge,C650_Link01,C650_Link01,Northern,Northern,Lira,Lira,32.97404,2.23975,33.220791,2.37072,32.97404,2.23975,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-202,B187,B187,Tochi (Awol) Bridge,C655_Link01,C655_Link01,Northern,Northern,Gulu,Gulu,32.404081,2.525141,32.40358,2.524747,32.404081,2.525141,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-203,B188,B188,Odek,C680_Link02,C680_Link02,Northern,Northern,Gulu,Gulu,32.73203,2.68058,32.739159,2.68018,32.73203,2.68058,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-204,B189,B189,Awere Bridge,C680_Link02,C680_Link02,Northern,Northern,Gulu,Gulu,32.820169,2.704904,32.786407,2.687393,32.820169,2.704904,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-205,B192,B192,Ajan Bridge,C681_Link01,C681_Link01,Northern,Northern,Kitgum,Kitgum,32.764804,3.028109,32.76746,3.030654,32.764804,3.028109,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-206,B195,B195,Aswa Bridge,C681_Link02,C681_Link02,Northern,Northern,Gulu,Gulu,32.581385,2.9585,32.581944,2.957123,32.581385,2.9585,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-207,B196,B196,Unyama Bridge,C682_Link01,C682_Link01,Northern,Northern,Gulu,Gulu,32.289533,2.955283,32.288567,2.955103,32.289533,2.955283,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-208,B197,B197,Nyarwotho,C745_Link01,C745_Link01,Northern,Northern,Arua,Arua,31.030242,2.378095,31.029881,2.37718,31.030242,2.378095,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-209,B198,B198,Unyama Bridge,C700_Link01,C700_Link01,Northern,Northern,Kitgum,Kitgum,32.206822,3.265451,32.20805,3.266038,32.206822,3.265451,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-210,B199,B199,Aswa Bridge,C700_Link01,C700_Link01,Northern,Northern,Kitgum,Kitgum,32.361863,3.298129,32.36237,3.299143,32.361863,3.298129,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-211,B200,B200,Awich Bridge,C700_Link01,C700_Link01,Northern,Northern,Kitgum,Kitgum,32.412506,3.368149,32.413349,3.369424,32.412506,3.368149,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-212,B201,B201,Burkung,C700_Link01,C700_Link01,Northern,Northern,Kitgum,Kitgum,32.521686,3.425431,32.52346,3.43055,32.521686,3.425431,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-213,B202,B202,Lagwel Bridge,C701_Link01,C701_Link01,Northern,Northern,Kitgum,Kitgum,32.854161,3.438764,32.853283,3.441197,32.854161,3.438764,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-214,B203,B203,Limu Bridge,C701_Link01,C701_Link01,Northern,Northern,Kitgum,Kitgum,32.599589,3.66216,32.591454,3.668679,32.599589,3.66216,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-215,B206,B206,Okura Bridge,C702_Link01,C702_Link01,Northern,Northern,Kitgum,Kitgum,33.018501,3.794369,33.014526,3.79756,33.018501,3.794369,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-216,B207,B207,Kitgum Matidi,C703_Link01,C703_Link01,Northern,Northern,Kitgum,Kitgum,33.055929,3.268654,33.069176,3.260317,33.055929,3.268654,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-217,B208,B208,Oraa 1,C743_Link01,C743_Link01,Northern,Northern,Arua,Arua,31.393568,2.717795,31.392731,2.71777,31.393568,2.717795,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-218,B209,B209,Oraa2 Bridge,C743_Link01,C743_Link01,Northern,Northern,Arua,Arua,31.393566,2.717803,31.392799,2.714978,31.393566,2.717803,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-219,B210,B210,Awa,C743_Link02,C743_Link02,Northern,Northern,Arua,Arua,31.147253,2.893707,31.20067,2.88667,31.147253,2.893707,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-220,B211,B211,Allah Bridge,C743_Link02,C743_Link02,Northern,Northern,Arua,Arua,31.071471,2.903333,31.072243,2.903366,31.071471,2.903333,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-221,B212,B212,Olemika Bridge,C743_Link02,C743_Link02,Northern,Northern,Arua,Arua,31.01939,2.914787,31.019199,2.914741,31.01939,2.914787,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-222,B213,B213,Boro Bridge,C746_Link01,C746_Link01,Northern,Northern,Arua,Arua,31.358268,2.322403,31.357399,2.320189,31.358268,2.322403,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-223,B214,B214,Kivuje Bridge,C746_Link01,C746_Link01,Northern,Northern,Arua,Arua,31.336816,2.291343,31.335587,2.289883,31.336816,2.291343,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-224,B215,B215,Lojoro,C960_Link01,C960_Link01,North Eastern,North Eastern,Moroto,Moroto,34.571462,2.025584,34.568588,2.0349,34.571462,2.025584,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-225,B216,B216,Nakoyiti,C960_Link01,C960_Link01,North Eastern,North Eastern,Moroto,Moroto,34.69295,2.146408,34.6814,2.10067,34.69295,2.146408,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-226,B217,B217,Chololo,C961_Link01,C961_Link01,North Eastern,North Eastern,Moroto,Moroto,34.943146,1.952938,34.826649,1.94414,34.943146,1.952938,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-227,B218,B218,Kolo Bridge,C036_Link01,C036_Link01,Central,Central,Kampala,Kampala,32.74637,0.36062,32.698509,0.34908,32.74637,0.36062,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-228,B220,B220,Kigungu Bridge,C177_Link01,C177_Link01,Central,Central,Kampala,Kampala,32.43621,0.02792,32.440361,0.02185,32.43621,0.02792,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-229,B222,B222,Mayanja,C187_Link01,C187_Link01,Central,Central,Kampala,Kampala,32.250569,0.494279,32.251419,0.40709,32.250569,0.494279,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-230,B223,B223,Bukoola,C271_Link04,C271_Link04,Western,Western,Hoima,Hoima,31.625775,0.894128,31.625471,0.893864,31.625775,0.894128,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-231,B225,B225,Mayanja Bridge,C320_Link01,C320_Link01,Central,Central,Luwero,Luwero,32.152593,0.687016,32.171902,0.68194,32.152593,0.687016,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-232,B227,B227,Nkurungu,C373_Link02,C373_Link02,Southern,Southern,Ibanda,Ibanda,30.346495,-0.102558,30.346518,-0.102603,30.346495,-0.102558,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
bridge-233,B228,B228,Butembe Bridge,C452_Link01,C452_Link01,Southern,Southern,Kabale,Kabale,29.95874,-0.65191,29.958969,-0.65107,29.95874,-0.65191,0,Placed by bridge chainage along exact host road link geometry,Placed on exact national road host link,Host link retained because bridge chainage falls on the declared national road link,
