bridge_id,bridge_number,bridge_name,host_link_id,road_link_name,road_class,region,station,corrected_longitude,corrected_latitude,chainage_from_start_of_road_km,missing_attribute_count,missing_attributes,safe_attribute_defaults_applied,legacy_backfill_field_count,legacy_backfill_sources,location_audit_status
bridge-11,B045,Bumuli Overbridge 2,M3_Link01,Kampala - Entebbe Expressway,M,Central,Kampala,32.517581,0.175826,16.575,11,Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 12,Placed on exact national road host link
bridge-12,B046,Source of the Nile Bridge (New Nile Bridge),A001N1_Link01,Njeru - Jinja (Dual Section),A,Central,Kampala,33.186628,0.439214,,12,Chainage From Start Of Road Km; Crossing Feature / River Name; Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 13,Placed on exact national road host link
bridge-13,B063,Kee B7 Overbridge,M3_Link01,Kampala - Entebbe Expressway,M,Central,Kampala,32.521202,0.259571,6.729,14,Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 14,Placed on exact national road host link
bridge-14,B064,Sisa Bridge Underpass,M3_Link01,Kampala - Entebbe Expressway,M,Central,Kampala,32.512424,0.159395,18.513,14,Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 15,Placed on exact national road host link
bridge-15,B010,Mwanyare,A002_Link11,Kabale - Katuna,A,Southern,Kabale,30.011746,-1.424762,421.317,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,24,approaches_rating: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 16; river: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 29; owner: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 29; district_council: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 29; flow: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 29; town_left: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 29; town_right: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 29; abutment_l: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 29; abutment_r: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 29; approach_slab: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 29; abutment_gallery: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 29; type_bearings: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 29; no_of_exp_joints: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 29; superload_route: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 29; weight_load_restr: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 29; scour_protection: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 29; scour_risk: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 29; no_of_lane: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 29; traffic_flow_directions: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 29; waterway_rating: BMS_Data2015_UNRA_Capture111.mdb::tblI_Inspec row 1 latest 2008-09-02; substructure_rating: BMS_Data2015_UNRA_Capture111.mdb::tblI_Inspec row 1 latest 2008-09-02; superstructure_rating: BMS_Data2015_UNRA_Capture111.mdb::tblI_Inspec row 1 latest 2008-09-02; roadway_rating: BMS_Data2015_UNRA_Capture111.mdb::tblI_Inspec row 1 latest 2008-09-02; _mdb_2015_capture: BMS_Data2015_UNRA_Capture111.mdb,Placed on exact national road host link
bridge-16,B065,Kee B8 Overbridge,M3_Link01,Kampala - Entebbe Expressway,M,Central,Kampala,32.521838,0.252446,7.527,14,Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 17,Placed on exact national road host link
bridge-17,B066,19+580 Over-Bridge,M3_Link01,Kampala - Entebbe Expressway,M,Central,Kampala,32.511006,0.148477,19.744,15,Crossing Feature / River Name; Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 18,Placed on exact national road host link
bridge-18,B011,Bukoola,A004_Link02,Kyotera - Mutukula,A,Central,Masaka,31.488546,-0.842608,68.7,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,23,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 19; km: Historical Bridges 18062025.xlsx::Bridges row 11; river: Historical Bridges 18062025.xlsx::Bridges row 11; no_of_span: Historical Bridges 18062025.xlsx::Bridges row 11; no_of_pier: Historical Bridges 18062025.xlsx::Bridges row 11; no_of_exp_joints: Historical Bridges 18062025.xlsx::Bridges row 11; no_of_lane: Historical Bridges 18062025.xlsx::Bridges row 11; owner: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 10; district_council: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 10; flow: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 10; town_left: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 10; town_right: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 10; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 10; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 10; approach_slab: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 10; abutment_gallery: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 10; type_bearings: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 10; superload_route: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 10; weight_load_restr: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 10; scour_protection: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 10; scour_risk: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 10; traffic_flow_directions: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 10; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 10,Placed on exact national road host link
bridge-19,B083,Kee B9 Overbridge,M3_Link01,Kampala - Entebbe Expressway,M,Central,Kampala,32.523626,0.23241,9.771,13,Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 20,Placed on exact national road host link
bridge-20,B084,Ziiru Overbridge,M3_Link01,Kampala - Entebbe Expressway,M,Central,Kampala,32.510718,0.145173,20.114,13,Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 21,Placed on exact national road host link
bridge-21,B012,Buyala,A005_Link01,Busega - Bujuuko,A,Central,Mpigi,32.418442,0.329366,12.427,10,Crossing Feature / River Name; Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,22,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 22; km: Historical Bridges 18062025.xlsx::Bridges row 12; no_of_span: Historical Bridges 18062025.xlsx::Bridges row 12; no_of_pier: Historical Bridges 18062025.xlsx::Bridges row 12; no_of_exp_joints: Historical Bridges 18062025.xlsx::Bridges row 12; no_of_lane: Historical Bridges 18062025.xlsx::Bridges row 12; owner: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 11; district_council: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 11; flow: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 11; town_left: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 11; town_right: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 11; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 11; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 11; approach_slab: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 11; abutment_gallery: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 11; type_bearings: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 11; superload_route: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 11; weight_load_restr: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 11; scour_protection: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 11; scour_risk: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 11; traffic_flow_directions: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 11; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 11,Placed on exact national road host link
bridge-22,B086,Kajjansi Interchange Kee B10,M3_Link01,Kampala - Entebbe Expressway,M,Central,Kampala,32.531218,0.215266,11.863,13,Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 24,Placed on exact national road host link
bridge-23,B273,Ziiru Overbridge 2,M3_Link01,Kampala - Entebbe Expressway,M,Central,Kampala,32.510405,0.135803,21.164,13,Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 25,Placed on exact national road host link
bridge-24,B013,Mpanga,A005_Link10,Kyenjojo - Rugombe - Fortportal,A,Western,Fort Portal,30.39366,0.643257,266.129,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 23,Placed on exact national road host link
bridge-25,B132,Kajjansi Interchange Kee B11,M3_Link01,Kampala - Entebbe Expressway,M,Central,Kampala,32.51892,0.31555,0,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,37,km: Historical Hosea bridge workbook::bridges_hosea row 38; river: Historical Hosea bridge workbook::bridges_hosea row 38; owner: Historical Hosea bridge workbook::bridges_hosea row 38; district_council: Historical Hosea bridge workbook::bridges_hosea row 38; flow: Historical Hosea bridge workbook::bridges_hosea row 38; town_left: Historical Hosea bridge workbook::bridges_hosea row 38; town_right: Historical Hosea bridge workbook::bridges_hosea row 38; abutment_l: Historical Hosea bridge workbook::bridges_hosea row 38; abutment_r: Historical Hosea bridge workbook::bridges_hosea row 38; type_bridge: Historical Hosea bridge workbook::bridges_hosea row 38; type_deck: Historical Hosea bridge workbook::bridges_hosea row 38; type_deck_material: Historical Hosea bridge workbook::bridges_hosea row 38; type_abutment_l: Historical Hosea bridge workbook::bridges_hosea row 38; type_abutment_r: Historical Hosea bridge workbook::bridges_hosea row 38; type_piers: Historical Hosea bridge workbook::bridges_hosea row 38; type_para_rail: Historical Hosea bridge workbook::bridges_hosea row 38; type_wearing_surface: Historical Hosea bridge workbook::bridges_hosea row 38; type_exp_joints: Historical Hosea bridge workbook::bridges_hosea row 38; approach_slab: Historical Hosea bridge workbook::bridges_hosea row 38; abutment_gallery: Historical Hosea bridge workbook::bridges_hosea row 38; type_bearings: Historical Hosea bridge workbook::bridges_hosea row 38; no_of_span: Historical Hosea bridge workbook::bridges_hosea row 38; no_of_pier: Historical Hosea bridge workbook::bridges_hosea row 38; no_of_exp_joints: Historical Hosea bridge workbook::bridges_hosea row 38; year_compl: Historical Hosea bridge workbook::bridges_hosea row 38; superload_route: Historical Hosea bridge workbook::bridges_hosea row 38; weight_load_restr: Historical Hosea bridge workbook::bridges_hosea row 38; scour_protection: Historical Hosea bridge workbook::bridges_hosea row 38; scour_risk: Historical Hosea bridge workbook::bridges_hosea row 38; bridge_len: Historical Hosea bridge workbook::bridges_hosea row 38; bridge_wid: Historical Hosea bridge workbook::bridges_hosea row 38; width_between_para_rail: Historical Hosea bridge workbook::bridges_hosea row 38; min_bridge_roadway_width: Historical Hosea bridge workbook::bridges_hosea row 38; approach_roadway_width: Historical Hosea bridge workbook::bridges_hosea row 38; no_of_lane: Historical Hosea bridge workbook::bridges_hosea row 38; traffic_flow_directions: Historical Hosea bridge workbook::bridges_hosea row 38; comment: Historical Hosea bridge workbook::bridges_hosea row 38,Placed on exact national road host link
bridge-26,B133,Nambigirwa Bridge 1,M3_Link01,Kampala - Entebbe Expressway,M,Central,Kampala,32.51892,0.31555,0,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,37,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 27; km: Historical Hosea bridge workbook::bridges_hosea row 38; river: Historical Hosea bridge workbook::bridges_hosea row 38; owner: Historical Hosea bridge workbook::bridges_hosea row 38; district_council: Historical Hosea bridge workbook::bridges_hosea row 38; flow: Historical Hosea bridge workbook::bridges_hosea row 38; town_left: Historical Hosea bridge workbook::bridges_hosea row 38; town_right: Historical Hosea bridge workbook::bridges_hosea row 38; abutment_l: Historical Hosea bridge workbook::bridges_hosea row 38; abutment_r: Historical Hosea bridge workbook::bridges_hosea row 38; type_bridge: Historical Hosea bridge workbook::bridges_hosea row 38; type_deck: Historical Hosea bridge workbook::bridges_hosea row 38; type_deck_material: Historical Hosea bridge workbook::bridges_hosea row 38; type_abutment_l: Historical Hosea bridge workbook::bridges_hosea row 38; type_abutment_r: Historical Hosea bridge workbook::bridges_hosea row 38; type_piers: Historical Hosea bridge workbook::bridges_hosea row 38; type_para_rail: Historical Hosea bridge workbook::bridges_hosea row 38; type_wearing_surface: Historical Hosea bridge workbook::bridges_hosea row 38; type_exp_joints: Historical Hosea bridge workbook::bridges_hosea row 38; approach_slab: Historical Hosea bridge workbook::bridges_hosea row 38; abutment_gallery: Historical Hosea bridge workbook::bridges_hosea row 38; type_bearings: Historical Hosea bridge workbook::bridges_hosea row 38; no_of_span: Historical Hosea bridge workbook::bridges_hosea row 38; no_of_pier: Historical Hosea bridge workbook::bridges_hosea row 38; no_of_exp_joints: Historical Hosea bridge workbook::bridges_hosea row 38; year_compl: Historical Hosea bridge workbook::bridges_hosea row 38; superload_route: Historical Hosea bridge workbook::bridges_hosea row 38; weight_load_restr: Historical Hosea bridge workbook::bridges_hosea row 38; scour_protection: Historical Hosea bridge workbook::bridges_hosea row 38; scour_risk: Historical Hosea bridge workbook::bridges_hosea row 38; bridge_len: Historical Hosea bridge workbook::bridges_hosea row 38; bridge_wid: Historical Hosea bridge workbook::bridges_hosea row 38; width_between_para_rail: Historical Hosea bridge workbook::bridges_hosea row 38; min_bridge_roadway_width: Historical Hosea bridge workbook::bridges_hosea row 38; approach_roadway_width: Historical Hosea bridge workbook::bridges_hosea row 38; no_of_lane: Historical Hosea bridge workbook::bridges_hosea row 38; traffic_flow_directions: Historical Hosea bridge workbook::bridges_hosea row 38,Placed on exact national road host link
bridge-27,B014,Mpanga,C542_Link01,Fortportal - Kijura - Kabende Bridge-Sogahe-Kyarusozi,C,Western,Fort Portal,30.297238,0.65954,0.272,13,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width; Roadway Condition Rating; Superstructure Condition Rating; Substructure Condition Rating; Waterway Condition Rating,,21,approaches_rating: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 28; km: Historical Bridges 18062025.xlsx::Bridges row 14; river: Historical Bridges 18062025.xlsx::Bridges row 14; no_of_pier: Historical Bridges 18062025.xlsx::Bridges row 14; no_of_exp_joints: Historical Bridges 18062025.xlsx::Bridges row 14; owner: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 36; district_council: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 36; flow: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 36; town_left: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 36; town_right: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 36; abutment_l: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 36; abutment_r: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 36; approach_slab: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 36; abutment_gallery: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 36; type_bearings: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 36; superload_route: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 36; weight_load_restr: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 36; scour_protection: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 36; scour_risk: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 36; traffic_flow_directions: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 36; _mdb_2015_capture: BMS_Data2015_UNRA_Capture111.mdb,Placed on exact national road host link
bridge-28,B375,Kajjansi Overbridge 1 Kee B11,M3_Link01,Kampala - Entebbe Expressway,M,Central,Kampala,32.529725,0.208645,12.623,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,34,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 30; km: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; river: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; owner: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; district_council: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; flow: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; town_left: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; town_right: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_bridge: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_deck: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_deck_material: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_abutment_l: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_abutment_r: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_piers: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_para_rail: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_wearing_surface: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_exp_joints: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; approach_slab: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; abutment_gallery: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_bearings: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; no_of_span: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; no_of_pier: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; no_of_exp_joints: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; superload_route: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; weight_load_restr: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; scour_protection: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; scour_risk: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; bridge_len: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; bridge_wid: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; width_between_para_rail: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; min_bridge_roadway_width: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; approach_roadway_width: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; no_of_lane: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; traffic_flow_directions: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29,Placed on exact national road host link
bridge-29,B633,Nambigirwa Bridge 2,M3_Link01,Kampala - Entebbe Expressway,M,Central,Kampala,32.51145,0.126609,13.419,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,35,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 31; km: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; river: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; owner: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; district_council: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; flow: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; town_left: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; town_right: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_bridge: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_deck: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_deck_material: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_abutment_l: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_abutment_r: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_piers: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_para_rail: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_wearing_surface: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_exp_joints: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; approach_slab: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; abutment_gallery: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; type_bearings: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; no_of_span: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; no_of_pier: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; no_of_exp_joints: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; superload_route: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; weight_load_restr: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; scour_protection: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; scour_risk: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; bridge_len: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; bridge_wid: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; width_between_para_rail: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; min_bridge_roadway_width: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; approach_roadway_width: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; no_of_lane: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; traffic_flow_directions: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29; pave_age: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29,Placed on exact national road host link
bridge-30,B015,Mpanga,A005_Link10,Kyenjojo - Rugombe - Fortportal,A,Western,Fort Portal,30.277909,0.657052,282.433,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 29,Placed on exact national road host link
